"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Southern","Pacific","full","123","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","full","20","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Pacific","full","20","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Pacific","full","236","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","full","ns","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Pacific","full","733","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Pacific","full","ns","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Pacific","full","29","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Pacific","full","5717","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Pacific","proportion","0.861365953109072","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","proportion","0.791666666666667","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Pacific","proportion","0.92226148409894","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","proportion","0.9175","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","proportion","0.908342686120464","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","proportion","0.868965517241379","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","proportion","0.859223300970874","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Pacific","proportion","0.936170212765957","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Pacific","proportion","0.892857142857143","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","proportion","0.8","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Pacific","proportion","0.9","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","proportion","1","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Pacific","proportion","0.938931297709924","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","proportion","0.952380952380952","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Pacific","proportion","1","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Pacific","proportion","0.870848708487085","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","proportion","0.625","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Pacific","proportion","0.84837962962963","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Pacific","proportion","1","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Pacific","proportion","0.852941176470588","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Pacific","proportion","0.888422688422688","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Asian","eligible","1822","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","eligible","240","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Asian","eligible","973","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","eligible","603","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","eligible","2033","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","eligible","122","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","eligible","316","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Asian","eligible","90","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Asian","eligible","190","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","eligible","114","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Asian","eligible","82","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Asian","eligible","42","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Asian","eligible","281","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","eligible","19","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Asian","eligible","94","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Asian","eligible","636","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Asian","eligible","16","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Asian","eligible","2250","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Asian","eligible","17","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Asian","eligible","46","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Asian","eligible","9986","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Asian","full","1612","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","full","206","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Asian","full","905","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","full","550","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","full","1907","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","full","114","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","full","293","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Asian","full","64","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Asian","full","171","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","full","97","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Asian","full","69","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Asian","full","38","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Asian","full","259","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","full","16","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Asian","full","87","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Asian","full","567","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Asian","full","15","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Asian","full","2031","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Asian","full","14","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Asian","full","41","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Asian","full","9056","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Asian","proportion","0.884742041712404","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","proportion","0.858333333333333","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Asian","proportion","0.930113052415211","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","proportion","0.912106135986733","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","proportion","0.938022626660108","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","proportion","0.934426229508197","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","proportion","0.927215189873418","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Asian","proportion","0.711111111111111","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Asian","proportion","0.9","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","proportion","0.850877192982456","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Asian","proportion","0.841463414634146","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Asian","proportion","0.904761904761905","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Asian","proportion","0.921708185053381","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","proportion","0.842105263157895","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Asian","proportion","0.925531914893617","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Asian","proportion","0.891509433962264","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Asian","proportion","0.9375","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Asian","proportion","0.902666666666667","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Asian","proportion","0.823529411764706","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Asian","proportion","0.891304347826087","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Asian","proportion","0.90686961746445","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Other","eligible","632","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","eligible","275","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Other","eligible","670","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Other","eligible","465","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Other","eligible","489","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","eligible","137","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Other","eligible","190","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Other","eligible","98","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Other","eligible","161","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","eligible","145","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Other","eligible","104","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Other","eligible","65","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Other","eligible","341","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Other","eligible","30","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Other","eligible","99","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Other","eligible","402","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Other","eligible","39","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Other","eligible","989","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Other","eligible","64","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Other","eligible","43","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Other","eligible","5438","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Other","full","488","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","full","172","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Other","full","515","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Other","full","389","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Other","full","403","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","full","118","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Other","full","156","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Other","full","73","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Other","full","126","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","full","107","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Other","full","74","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Other","full","46","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Other","full","260","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Other","full","15","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Other","full","68","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Other","full","278","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Other","full","33","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Other","full","730","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Other","full","13","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Other","full","31","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Other","full","4095","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Auckland","Other","proportion","0.772151898734177","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","proportion","0.625454545454545","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Canterbury","Other","proportion","0.76865671641791","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Capital and Coast","Other","proportion","0.836559139784946","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Counties Manukau","Other","proportion","0.824130879345603","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","proportion","0.861313868613139","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Hutt Valley","Other","proportion","0.821052631578947","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Lakes","Other","proportion","0.744897959183674","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"MidCentral","Other","proportion","0.782608695652174","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","proportion","0.737931034482759","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Northland","Other","proportion","0.711538461538462","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"South Canterbury","Other","proportion","0.707692307692308","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Southern","Other","proportion","0.762463343108504","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Tairawhiti","Other","proportion","0.5","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Taranaki","Other","proportion","0.686868686868687","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waikato","Other","proportion","0.691542288557214","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Wairarapa","Other","proportion","0.846153846153846","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Waitemata","Other","proportion","0.738119312436805","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"West Coast","Other","proportion","0.203125","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"Whanganui","Other","proportion","0.720930232558139","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
"National","Other","proportion","0.753034203751379","5 years","1 April 2018 to 31 March 2019 (Excel, 142 KB).xlsx","Ethnicity"
