"DHB","demography","measure","number","Age","QtYR","Demogfacet"
"Tairawhiti","Pacific","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Pacific","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Pacific","full","56","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Pacific","full","176","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Pacific","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Pacific","full","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Pacific","full","1482","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Pacific","proportion","0.861224489795918","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Pacific","proportion","0.954545454545455","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Pacific","proportion","0.963855421686747","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Pacific","proportion","0.888888888888889","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Pacific","proportion","0.923620933521924","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Pacific","proportion","0.92","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Pacific","proportion","0.947368421052632","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Pacific","proportion","0.888888888888889","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Pacific","proportion","0.903225806451613","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Pacific","proportion","0.764705882352941","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Pacific","proportion","0.923076923076923","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Pacific","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Pacific","proportion","0.916666666666667","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Pacific","proportion","0.75","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Pacific","proportion","0.727272727272727","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Pacific","proportion","0.835820895522388","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Pacific","proportion","0.888888888888889","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Pacific","proportion","0.85024154589372","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Pacific","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Pacific","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Pacific","proportion","0.899271844660194","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Asian","eligible","481","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","eligible","50","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Asian","eligible","258","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","eligible","146","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","eligible","560","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","eligible","27","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","eligible","87","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Asian","eligible","22","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Asian","eligible","54","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","eligible","24","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Asian","eligible","29","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Asian","eligible","15","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Asian","eligible","65","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Asian","eligible","28","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Asian","eligible","163","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Asian","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Asian","eligible","616","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Asian","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Asian","eligible","10","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Asian","eligible","2644","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Asian","full","436","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","full","48","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Asian","full","245","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","full","130","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","full","526","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","full","25","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","full","81","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Asian","full","19","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Asian","full","50","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","full","20","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Asian","full","25","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Asian","full","14","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Asian","full","54","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Asian","full","26","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Asian","full","148","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Asian","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Asian","full","568","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Asian","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Asian","full","10","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Asian","full","2433","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Asian","proportion","0.906444906444906","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Asian","proportion","0.96","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Asian","proportion","0.949612403100775","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Asian","proportion","0.89041095890411","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Asian","proportion","0.939285714285714","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Asian","proportion","0.925925925925926","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Asian","proportion","0.931034482758621","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Asian","proportion","0.863636363636364","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Asian","proportion","0.925925925925926","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Asian","proportion","0.833333333333333","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Asian","proportion","0.862068965517241","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Asian","proportion","0.933333333333333","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Asian","proportion","0.830769230769231","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Asian","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Asian","proportion","0.928571428571429","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Asian","proportion","0.907975460122699","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Asian","proportion","0.833333333333333","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Asian","proportion","0.922077922077922","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Asian","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Asian","proportion","1","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Asian","proportion","0.920196671709531","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Other","eligible","164","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","eligible","65","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Other","eligible","167","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Other","eligible","108","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Other","eligible","112","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","eligible","22","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Other","eligible","41","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Other","eligible","17","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Other","eligible","40","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","eligible","50","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Other","eligible","30","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Other","eligible","16","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Other","eligible","84","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Other","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Other","eligible","32","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Other","eligible","89","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Other","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Other","eligible","227","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Other","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Other","eligible","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Other","eligible","1286","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Other","full","135","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","full","45","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Other","full","135","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Other","full","92","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Other","full","94","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","full","17","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Other","full","27","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Other","full","12","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Other","full","32","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","full","38","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Other","full","21","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Other","full","13","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Other","full","74","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Other","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Other","full","24","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Other","full","60","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Other","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Other","full","174","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Other","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Other","full","ns","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Other","full","1007","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Auckland","Other","proportion","0.823170731707317","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Bay of Plenty","Other","proportion","0.692307692307692","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Canterbury","Other","proportion","0.808383233532934","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Capital and Coast","Other","proportion","0.851851851851852","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Counties Manukau","Other","proportion","0.839285714285714","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hawkes Bay","Other","proportion","0.772727272727273","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Hutt Valley","Other","proportion","0.658536585365854","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Lakes","Other","proportion","0.705882352941177","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"MidCentral","Other","proportion","0.8","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Nelson Marlborough","Other","proportion","0.76","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Northland","Other","proportion","0.7","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"South Canterbury","Other","proportion","0.8125","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Southern","Other","proportion","0.880952380952381","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Tairawhiti","Other","proportion","0.666666666666667","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Taranaki","Other","proportion","0.75","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waikato","Other","proportion","0.674157303370787","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Wairarapa","Other","proportion","0.8","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Waitemata","Other","proportion","0.766519823788546","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"West Coast","Other","proportion","0.5","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"Whanganui","Other","proportion","0.666666666666667","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
"National","Other","proportion","0.783048211508554","5 years","1 April 2019 to 30 June 2019 (Excel, 138 KB).xlsx","Ethnicity"
